Id,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_land,attack_loadmodule,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_perl,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_spy,attack_teardrop,attack_warezclient,attack_warezmaster
flag_S0,-0.085618366,-0.103727793,-0.218181966,,,,-0.086691269,,-0.500447814,-0.062807285,,,,,,,,,,0.461589198,-0.143675228,0.979174028,0.982659909,-0.224774724,-0.2304777,-0.765291325,0.045669098,-0.221881317,0.398742194,-0.552885472,-0.617262686,-0.048399314,-0.285644173,-0.188408427,0.975844037,0.981209295,-0.232596727,-0.231208387,0.016401522,0.395748557,0.294487816,-0.227311941,-0.013417114,0.093964448,-0.002464222,0.061946466,0.082862324,0.091613747,0.074953381,0.072425945,0.078212401,0.070794044,0.067900631,-0.171986172,0.063577177,-0.120207374,-0.097857705,0.071297584,0.068361655,0.094481343,-0.01412298,-0.059561759,0.066466566,0.001989351,0.065234235,-0.3718922,-0.001742461,0.069737592,0.001989351,0.077702468,0.087450099,0.072830066,0.054073204,0.064358356,0.065314528,0.069849507,0.065810046,0.061271421,0.064873269,0.056542,0.060284369,0.06661865,0.081430985,0.061247246,-0.022599863,-0.106502359,-0.003896323,0.020274179,-0.007775253,0.024960399,0.316293502,-0.004928561,0.019560821,0.020522692,0.02267424,-0.133117701,0.044393228,0.054338208,0.062238297,0.079697356,0.070507681,0.077203787,-0.003018055,-0.004928561,0.06545102,-0.005510343,-0.042854834,0.087592239,0.084062809,0.080144106,0.085474991,-0.19350435,-0.069296493,-0.017691213,-0.086571042,1,-0.033337873,-0.019646367,-0.012199552,-0.749484308,-0.02871532,-0.009544951,-0.004928561,-0.012687927,-0.005779319,-0.10605875,0.019330001,-0.005227549,-0.004610229,0.867026493,-0.06772987,-0.650204565,-0.003018055,-0.003484964,-0.024723284,-0.089094694,-0.005510343,-0.09607606,-0.090587022,-0.002464222,-0.052226013,-0.052167014,-0.007793111
flag_S1,-0.007462908,0.04195536,0.137051181,,,,0.005006073,,0.052718516,0.019502415,,,,,,,,,,-0.038381435,-0.018116671,0.05804341,0.052419266,-0.019300256,-0.019727987,0.036971483,-0.005507693,-0.000172046,-0.036219357,0.012039459,0.01359146,-0.002562017,-0.00559129,-0.001825366,-0.019868291,-0.013145324,-0.011544915,-0.01334586,-0.077616047,-0.04431673,0.025668971,-0.019813599,0.010975728,-0.004474527,-0.000214793,-0.004711472,-0.004058439,-0.004126858,-0.003553385,-0.003611847,-0.003473932,-0.003530393,-0.003631129,-0.01499114,-0.003169544,-0.010477851,-0.008529747,-0.003351282,-0.003312915,-0.002662156,0.006198519,0.011147389,-0.003463874,-0.000214793,-0.003263441,0.017448754,-0.000151881,-0.003503934,-0.000214793,-0.001807134,-0.003991796,-0.003165878,-0.002629385,-0.003080366,-0.003316421,-0.003151171,-0.003187813,-0.003231243,-0.003061465,-0.002833128,-0.002893888,-0.00288586,-0.003821743,-0.002616129,-0.001969912,-0.004549366,-0.000339622,-0.001341789,0.000759156,0.0050502,-0.024306163,-0.000429597,-0.001341789,-0.001408964,0.005278562,0.00745937,-0.002379624,-0.002681757,-0.002969086,-0.003550109,-0.003323422,0.0711044,-0.000263068,-0.000429597,-0.003894231,-0.000480308,-0.003735433,-0.00425499,-0.003997634,-0.003781911,-0.004009286,-0.016866768,-0.006040215,-0.001542051,-0.007545947,-0.033337873,1,-0.001712472,-0.001063372,-0.065328648,-0.002502965,-0.000831984,-0.000429597,-0.001105941,0.015301675,-0.009244589,-0.000644421,-0.000455658,-0.00040185,-0.037589932,-0.00590366,0.049114321,-0.000263068,-0.000303766,-0.002155,-0.008319984,-0.000480308,-0.008406963,-0.007895999,-0.000214793,-0.00455227,-0.004547127,-0.000679285
flag_S2,-0.004180215,0.011525871,0.043578816,,,,0.068758631,,0.033627997,-0.000737805,,,,,,,,,,-0.02166271,-0.010641105,0.037465802,0.024158751,-0.010159653,-0.011284263,0.022794983,-0.006128454,0.019032599,-0.024296083,0.024129736,0.024945365,-0.00832133,-0.001711393,-0.000853991,-0.011914491,-0.016595392,-0.009384924,-0.009169453,-0.035840278,-0.022783005,0.015127001,-0.011676367,-0.000764952,-0.002636887,-0.00012658,-0.002776521,-0.002391682,-0.002432002,-0.002094048,-0.0021285,-0.002047225,-0.002080498,-0.002139863,-0.00883444,-0.001867846,-0.006174711,-0.005026672,-0.001974947,-0.001952336,-0.00378907,-0.001640158,-0.001008678,-0.002041298,-0.00012658,-0.001923181,0.027521304,-8.95E-05,-0.002064906,-0.00012658,-0.002282534,-0.002352408,-0.001865686,-0.001549525,-0.001815293,-0.001954403,-0.001857019,-0.001878612,-0.001904206,-0.001804154,-0.001669593,-0.001705399,-0.001700668,-0.002252194,-0.001541713,-0.001160891,-0.000540004,-0.000200143,-0.000790731,-0.001455809,-0.000743687,-0.014553733,-0.000253166,-0.000790731,-0.000830318,-0.000721798,0.014576947,-0.001402338,-0.001580388,-0.001749714,-0.002092118,-0.001958528,-0.004382806,-0.000155029,-0.000253166,0.008146995,-0.000283051,-0.002201331,-0.002507511,-0.002355849,-0.002228721,-0.002362715,-0.009939768,-0.003559564,-0.000908747,-0.004446908,-0.019646367,-0.001712472,1,-0.000626656,-0.038498875,-0.001475024,-0.000490297,-0.000253166,-0.000651743,-0.000296867,-0.005447936,-0.000379764,-0.000268524,-0.000236814,-0.022152151,-0.003479091,0.025629726,-0.000155029,-0.000179013,-0.001269965,-0.004903056,-0.000283051,-0.002485073,-0.004653197,-0.00012658,-0.002682702,0.000306824,-0.00040031
flag_S3,0.004279977,0.031067132,0.008654186,,,,0.005233301,,0.019435992,0.002001571,,,,,,,,,,-0.01340998,-0.006003784,0.014391588,0.0129666,-0.005613366,-0.006764242,0.013850208,-0.002432696,0.000203282,-0.01242683,0.001963627,0.005809817,-0.003121001,0.001354242,-0.002365234,-0.008307346,-0.008216386,-0.004665591,-0.004186082,-0.045652082,-0.01188643,0.009393219,-0.007250524,-0.000475002,-0.001637394,-7.86E-05,-0.001724101,-0.001485132,-0.001510169,-0.001300314,-0.001321707,-0.001271239,-0.0012919,-0.001328763,-0.005485809,-0.001159853,-0.003834231,-0.003121348,-0.001226357,-0.001212317,0.001070377,-0.002344056,0.018331527,-0.001267559,-7.86E-05,-0.001194213,0.001129934,-5.56E-05,-0.001282218,-7.86E-05,-0.001417355,-0.001460745,-0.001158511,-0.000962188,-0.001127219,-0.0012136,-0.001153129,-0.001166538,-0.00118243,-0.001120302,-0.001036746,-0.00105898,-0.001056042,-0.001398516,-0.000957338,-0.000720863,-0.001532019,-0.00012428,-0.00049101,-0.000903995,-0.000461798,-0.009037245,-0.000157205,-0.00049101,-0.000515592,-0.000448206,0.01231858,-0.000870792,-0.000981353,-0.001086498,-0.001299115,-0.001216162,0.009172518,-9.63E-05,-0.000157205,0.004176761,-0.000175762,-0.001366932,-0.001557057,-0.001462881,-0.00138394,-0.001467145,-0.00617217,-0.002210336,-0.000564293,-0.002761339,-0.012199552,-0.001063372,-0.000626656,1,-0.023906152,-0.000915927,-0.000304453,-0.000157205,0.038857066,-0.000184342,-0.003382935,-0.000235817,-0.000166742,-0.000147052,-0.013755537,-0.002160366,0.015177779,-9.63E-05,-0.000111159,-0.000788594,-0.003044588,-0.000175762,-0.000993833,-0.002889436,-7.86E-05,-0.001665843,0.003142562,-0.000248575
flag_SF,-0.03473042,0.117345512,0.260375025,,,,0.098075935,,0.641746611,0.073022454,,,,,,,,,,-0.51834328,0.211410645,-0.758418483,-0.755825751,-0.44762912,-0.445485972,0.826882423,-0.222218327,0.254153053,-0.400151655,0.670878061,0.733638677,-0.226237074,0.227558006,0.163395362,-0.741812959,-0.745689595,-0.394718346,-0.429319337,0.078733028,-0.578665259,-0.392920589,0.303291128,0.00575878,-0.100593932,-0.004828871,-0.064533421,-0.091239661,-0.092777813,-0.079885304,-0.081199622,-0.078099087,-0.079120435,-0.071022411,0.229472679,-0.070980023,0.160386778,0.130566716,-0.075341743,-0.074215072,-0.067546354,0.023115814,0.104007997,-0.075093349,-0.004828871,-0.073366948,0.404782983,-0.003414514,-0.078773585,-0.004828871,-0.084813598,-0.089741431,-0.071173574,-0.059112423,-0.069251148,-0.074558008,-0.069455074,-0.07166671,-0.072643078,-0.068826219,-0.063692876,-0.064152576,-0.064878357,-0.085918389,-0.057144489,0.030153884,0.017581483,0.005198672,-0.028865276,0.010586771,-0.026988483,-0.414407648,0.006575936,-0.03016539,-0.031675587,-0.023263295,0.175320936,-0.053497431,-0.058008869,-0.065865956,-0.079811663,-0.074715402,-0.07045261,0.004026842,0.006575936,-0.070897126,0.007352179,0.057179094,-0.095039989,-0.089872682,-0.0850229,-0.090134622,-0.379189681,-0.13579289,-0.034667569,-0.169643968,-0.749484308,-0.065328648,-0.038498875,-0.023906152,1,-0.056270327,0.011687373,0.006575936,-0.02328611,-0.000941744,0.100158807,-0.014487533,0.006974862,0.006151201,-0.845042364,0.050770995,0.756284561,0.004026842,0.004649815,0.03298706,-0.186294575,0.007352179,-0.05820313,0.120865801,0.00328789,0.069682597,0.068831608,0.010397964
flag_SH,-0.006428118,-0.007787942,-0.016380824,,,,-0.005561205,,-0.037575709,-0.004715491,,,,,,,,,,-0.032903433,-0.015914687,0.073166873,0.074021472,-0.017382382,-0.017311488,0.032460569,-0.004197421,-0.016534316,-0.019074413,-0.04796371,-0.050249005,0.195674961,0.112155786,-0.014771003,0.063606933,0.07357126,-0.017970633,-0.01744958,-0.033246863,0.098513794,0.02210977,-0.017066291,-0.001118061,-0.001775741,-0.000185011,-0.002082887,-0.001207046,-0.00130349,-0.000450165,-0.000542407,-0.000322535,-0.000413506,-0.000572533,-0.012912503,0.000194006,-0.009025016,-0.007347032,-0.000119979,-5.51E-05,-0.004081233,-0.004055222,-0.010386966,-0.000306184,-0.000185011,2.96E-05,-0.031500368,-0.000130822,-0.000371046,-0.000185011,0.008648302,-0.001111861,0.000200527,0.001256179,0.000354897,-6.11E-05,-0.002714236,0.000161629,8.54E-05,0.000389629,0.000828724,0.000708136,0.000723904,-0.000862975,-0.002253383,-0.001696769,-0.008790604,-0.000292531,-0.00115574,-0.002127824,-0.001086981,0.078726225,-0.00037003,-0.00115574,-0.001213601,-0.001054987,-0.010794213,0.001839193,0.001142636,0.000562771,-0.000444956,-7.30E-05,-0.005140439,-0.000226592,-0.00037003,0.003798034,-0.00041371,-0.003217486,-0.001480843,-0.00112025,-0.000803338,-0.001136963,-0.01452806,-0.005202692,-0.001328234,-0.006499644,-0.02871532,-0.002502965,-0.001475024,-0.000915927,-0.056270327,1,-0.000716623,-0.00037003,-0.000952593,0.072910268,-0.007962756,-0.000555067,-0.000392478,-0.00034613,-0.032377798,0.414468997,-0.049075074,-0.000226592,-0.000261647,-0.001856193,-0.007166354,-0.00041371,-0.008001391,-0.006801158,-0.000185011,-0.003921063,-0.003916633,-0.000585097
attack_buffer_overflow,-0.00084522,0.000932714,0.014188718,,,,0.08263884,,0.019071438,0.090556254,,,,,,,,,,-0.010109921,-0.005666145,-0.00755306,-0.009753176,-0.00495908,-0.004189381,0.009001778,-0.002144407,-0.005780939,-0.027860578,-0.014186283,0.016458597,-0.006776693,0.026586891,0.004067972,-0.009870519,-0.009644239,-0.00490867,-0.004778474,-0.063486791,0.033086534,0.007349271,-0.005672823,-0.000371643,-0.0012811,-6.15E-05,-0.00134894,-0.00116197,-0.001181559,-0.001017368,-0.001034106,-0.00099462,-0.001010785,-0.001039627,-0.004292106,-0.000907471,-0.002999909,-0.002442148,-0.000959504,-0.000948519,-0.001840874,0.002556578,0.014435164,-0.00099174,-6.15E-05,-0.000934354,-0.010592767,-4.35E-05,-0.00100321,-6.15E-05,-0.001108941,-0.001142889,-0.000906421,-0.000752818,-0.000881938,-0.000949523,-0.00090221,-0.000912701,-0.000925136,-0.000876527,-0.000811152,-0.000828548,-0.000826249,-0.001094201,-0.000749023,-0.000564005,-0.00292199,-9.72E-05,-0.000384167,-0.000707287,-0.000361312,-0.007070756,-0.000122998,-0.000384167,-0.0004034,-0.000350677,-0.003831535,-0.000681309,-0.000767813,-0.000850078,-0.00101643,-0.000951527,0.077669,-7.53E-05,-0.000122998,-0.001114955,-0.000137517,-0.00106949,-0.001218244,-0.001144561,-0.001082797,-0.001147897,-0.004829117,0.002919633,-0.000441504,-0.002160477,-0.009544951,-0.000831984,-0.000490297,-0.000304453,0.011687373,-0.000716623,1,-0.000122998,-0.000316641,-0.000144229,-0.002646814,-0.000184504,-0.000130459,-0.000115053,-0.010762356,-0.001690274,-0.016540872,-7.53E-05,-8.70E-05,-0.000616997,-0.002382091,-0.000137517,-0.002659657,-0.0022607,-6.15E-05,-0.001303358,-0.001301886,-0.000194486
attack_ftp_write,-0.000867854,-0.001050068,0.004816781,,,,0.010203968,,0.005773362,0.00910072,,,,,,,,,,-0.005784013,-0.002948976,-0.005078159,-0.005036079,-0.002983429,-0.002983982,0.006146648,-0.002786752,0.000848907,-0.014511736,-0.006688025,0.006279552,0.007046644,0.018740254,0.007577988,-0.005096669,-0.004979829,-0.003089191,-0.002999566,-0.029656566,0.017084321,0.003794816,-0.002929177,-0.000191899,-0.000661499,-3.18E-05,-0.000696529,-0.000599986,-0.000610101,-0.000525321,-0.000533964,-0.000513575,-0.000521922,-0.000536814,-0.002216241,-0.000468575,-0.001549011,-0.00126101,-0.000495443,-0.00048977,-0.00095054,0.016056137,0.015648893,-0.000512088,-3.18E-05,-0.000482456,-0.005469603,-2.25E-05,-0.00051801,-3.18E-05,-0.000572605,-0.000590134,-0.000468033,-0.00038872,-0.000455391,-0.000490289,0.033732945,-0.000471276,-0.000477696,-0.000452597,-0.00041884,-0.000427823,-0.000426636,-0.000564994,-0.00038676,-0.000291225,-0.001508778,-5.02E-05,-0.000198366,-0.00036521,-0.000186564,-0.003651004,-6.35E-05,-0.000198366,-0.000208297,-0.000181073,-0.001978423,-0.000351796,-0.000396462,-0.00043894,-0.000524836,-0.000491324,-0.001099487,-3.89E-05,-6.35E-05,-0.00057571,-7.10E-05,-0.000552234,-0.000629044,-0.000590997,-0.000559105,-0.00059272,-0.002493527,-0.000892965,-0.000227972,-0.001115568,-0.004928561,-0.000429597,-0.000253166,-0.000157205,0.006575936,-0.00037003,-0.000122998,1,-0.000163499,-7.45E-05,-0.00136669,-9.53E-05,-6.74E-05,-5.94E-05,-0.005557172,-0.000872778,-0.008540923,-3.89E-05,-4.49E-05,-0.000318588,-0.001229999,-7.10E-05,-0.001373321,-0.001167319,-3.18E-05,-0.000672993,-0.000672232,-0.000100423
attack_guess_passwd,-0.002789413,-0.003022171,-0.00607203,,,,0.058725825,,-0.015811321,-0.00208355,,,,,,,,,,-0.014795521,-0.007475896,-0.011338968,-0.011232837,0.051512795,0.050923969,0.01582373,-0.007174123,-0.007684495,-0.032288,-0.016608132,0.021878109,-0.009008132,-0.002861353,-0.004405222,-0.008438496,-0.008147005,0.050889712,0.048744004,-0.079609621,0.043981318,0.009769251,-0.007540778,-0.000494018,-0.001702942,-8.17E-05,-0.00179312,-0.001544585,-0.001570624,-0.001352368,-0.001374618,-0.00132213,-0.001343618,-0.001381957,-0.005705418,-0.001206284,-0.003987723,-0.003246302,-0.001275451,-0.001260849,-0.00244704,-0.002437894,-0.004923151,-0.001318302,-8.17E-05,-0.00124202,-0.014080769,-5.78E-05,-0.001333548,-8.17E-05,-0.001474095,-0.001519222,-0.001204889,-0.001000707,-0.001172344,-0.001262183,-0.001199291,-0.001213237,-0.001229766,-0.001165151,-0.001078249,-0.001101373,-0.001098318,-0.001454502,-0.000995662,-0.000749721,-0.003884148,-0.000129255,-0.000510666,-0.000940184,-0.000480285,-0.009399026,-0.000163499,-0.000510666,-0.000536232,-0.000466148,-0.005093188,-0.000905651,-0.001020639,-0.001129992,-0.001351122,-0.001264848,0.148704445,-0.00010012,-0.000163499,-0.00148209,-0.000182798,-0.001421653,-0.001619389,-0.001521444,-0.001439342,-0.001525878,-0.006419255,0.155112082,-0.000586883,0.008406062,-0.012687927,-0.001105941,-0.000651743,0.038857066,-0.02328611,-0.000952593,-0.000316641,-0.000163499,1,-0.000191721,-0.003518361,-0.000245258,-0.000173417,-0.000152938,-0.014306201,-0.00224685,-0.021987475,-0.00010012,-0.000115609,-0.000820163,-0.003166469,-0.000182798,-0.003535432,-0.003005107,-8.17E-05,-0.00173253,-0.001730573,-0.000258526
attack_imap,-0.001237923,-0.000990116,0.004679182,,,,0.008343362,,-0.005825307,0.00750238,,,,,,,,,,-0.006693409,0.009990774,0.00801229,0.006162475,-0.003498423,-0.002764097,0.007207669,-0.003267795,0.004935321,-0.014460541,-0.009294825,0.008073127,-0.004058214,0.015665382,-0.002998977,0.00619036,0.006303205,-0.003539303,-0.003517344,-0.01566372,0.02003338,0.004449869,-0.003434806,-0.000225024,-0.000775686,-3.72E-05,-0.000816762,-0.000703555,-0.000715415,-0.000616,-0.000626135,-0.000602227,-0.000612015,-0.000629478,-0.002598803,-0.000549459,-0.001816398,-0.001478683,-0.000580965,-0.000574314,-0.001114621,-0.001110455,-0.002242483,-0.000600483,-3.72E-05,-0.000565737,-0.006413755,-2.63E-05,-0.000607428,-3.72E-05,0.130060377,-0.000692002,-0.000548824,-0.000455819,-0.000534,-0.000574921,-0.000546274,-0.000552626,-0.000560155,-0.000530723,-0.00049114,-0.000501673,-0.000500281,-0.000662522,-0.000453522,-0.000341496,-0.00176922,-5.89E-05,-0.000232607,-0.000428251,-0.000218769,-0.004281233,-7.45E-05,-0.000232607,-0.000244252,-0.000212329,-0.002319935,-0.000412522,-0.000464899,-0.000514709,-0.000615433,-0.000576135,-0.001289278,-4.56E-05,-7.45E-05,-0.000675088,-8.33E-05,-0.00064756,-0.000737628,-0.000693014,-0.000655617,-0.000695034,-0.002923955,-0.001047107,-0.000267324,-0.001308135,-0.005779319,0.015301675,-0.000296867,-0.000184342,-0.000941744,0.072910268,-0.000144229,-7.45E-05,-0.000191721,1,-0.001602605,-0.000111714,-7.90E-05,-6.97E-05,-0.006516439,-0.001023435,-0.01001524,-4.56E-05,-5.27E-05,-0.000373582,-0.001442319,-8.33E-05,-0.001610381,-0.001368819,-3.72E-05,-0.000789163,-0.000788272,-0.000117758
attack_ipsweep,-0.023313164,-0.028496047,-0.060146144,,,,-0.024137386,,-0.13634813,-0.016942419,,,,,,,,,,-0.124418294,-0.020158656,-0.109172309,-0.108372437,-0.000778324,-0.001615408,0.131675957,-0.058097716,0.400169876,-0.304153913,-0.053269038,0.135429792,0.044004667,0.403706494,0.796007032,-0.109674151,-0.107153431,0.001943326,-0.003463007,-0.302550296,0.367641104,-0.30097687,-0.063033582,-0.004129509,-0.014234943,-0.000683329,-0.014988745,-0.01291123,-0.013128892,-0.011304487,-0.006489901,-0.011051721,-0.011231341,-0.005156343,-0.047691751,-0.010083363,0.752802084,-0.018801555,-0.010661532,-0.010539473,-0.015187482,-0.015905148,-0.038632693,-0.003573551,-0.000683329,-0.010382081,-0.11698663,-0.000483184,-0.011147169,-0.000683329,-0.012322006,-0.012699217,-0.010071699,-0.008364938,-0.009799658,-0.005108422,-0.010024911,-0.004481343,-0.005492849,-0.009739527,-0.009013113,-0.00920641,-0.009180869,-0.012158222,-0.008322768,-0.00626694,-0.032467702,-0.00108045,-0.004268673,-0.007859024,-0.004014714,-0.036913585,-0.00136669,0.003393474,0.006463574,-0.003896546,-0.039925087,-0.007570366,0.001070407,-0.009445639,-0.011294066,-0.010572899,-0.019084684,-0.000836906,-0.00136669,-0.005095306,-0.001528018,-0.011883642,-0.013536523,-0.01271779,-0.012031503,-0.009533755,0.012552554,-0.006297968,-0.004905772,-0.024006143,-0.10605875,-0.009244589,-0.005447936,-0.003382935,0.100158807,-0.007962756,-0.002646814,-0.00136669,-0.003518361,-0.001602605,1,-0.002050116,-0.001449599,-0.001278416,-0.119585949,-0.018781487,-0.183793936,-0.000836906,-0.00096638,-0.006855765,-0.026468608,-0.001528018,-0.029552781,-0.025119773,-0.000683329,-0.014482269,-0.014465909,-0.002161029
attack_land,-0.001655003,-0.002005108,-0.004217458,,,,-0.001682567,,-0.009674358,-0.001214065,,,,,,,,,,-0.008218172,-0.004314376,0.018162211,0.019188056,-0.003086674,-0.004476151,0.006712574,-0.000202417,0.031306897,-0.021560938,-0.012021204,0.00870963,-0.003280325,0.027079818,0.041307862,0.015901985,0.009533195,-0.004352333,-0.004499527,-0.010899499,0.00775291,0.00569245,-0.00439394,-0.000287859,-0.000992288,-4.76E-05,-0.001044834,-0.000900015,-0.000915188,-0.000788012,-0.000800977,-0.000770393,-0.000782913,-0.000805253,-0.003324493,-0.00070289,-0.002323609,-0.00189159,-0.000743193,-0.000734685,0.094578922,-0.001420538,-0.002868673,-0.000768162,-4.76E-05,-0.000723713,-0.008204731,-3.37E-05,-0.000777046,-4.76E-05,-0.000858941,-0.000885236,-0.000702077,-0.000583102,-0.000683114,-0.000735462,-0.000698816,-0.000706942,-0.000716573,-0.000678922,-0.000628285,-0.00064176,-0.000639979,-0.000847524,-0.000580163,-0.000436855,-0.002263256,-7.53E-05,-0.00029756,-0.000547836,-0.000279857,-0.005476723,-9.53E-05,-0.00029756,-0.000312457,-0.00027162,-0.002967753,-0.000527715,-0.000594717,-0.000658436,-0.000787286,-0.000737015,0.003256147,-5.83E-05,-9.53E-05,-0.0008636,-0.000106515,-0.000828384,-0.000943603,-0.000886531,-0.000838691,-0.000889115,-0.003740439,-0.001339501,-0.000341971,-0.001673418,0.019330001,-0.000644421,-0.000379764,-0.000235817,-0.014487533,-0.000555067,-0.000184504,-9.53E-05,-0.000245258,-0.000111714,-0.002050116,1,-0.000101049,-8.91E-05,-0.008336088,-0.001309218,-0.012811894,-5.83E-05,-6.74E-05,-0.000477901,-0.001845072,-0.000106515,-0.002060063,-0.001751047,-4.76E-05,-0.001009529,-0.001008388,-0.000150641
attack_loadmodule,-0.000890827,-0.001208602,0.003705607,,,,0.020166194,,0.00852437,0.017828228,,,,,,,,,,-0.006085685,-0.003103217,-0.005386222,-0.005341589,-0.003164417,-0.003165004,0.004212243,0.008347011,-0.003166087,-0.015292677,-0.008559359,0.005917839,0.00548558,0.016062541,0.014772559,-0.005405855,-0.005281927,-0.003276594,-0.002887536,-0.032309938,0.01812073,0.004025026,-0.003106874,-0.00020354,-0.000701629,-3.37E-05,-0.000738783,-0.000636384,-0.000647112,-0.000557189,-0.000566356,-0.00054473,-0.000553584,-0.00056938,-0.002350688,-0.000497001,-0.001642981,-0.001337508,-0.000525498,-0.000519482,-0.001008204,0.007010946,0.010389354,-0.000543153,-3.37E-05,-0.000511724,-0.005801414,-2.38E-05,-0.000549435,-3.37E-05,-0.000607342,-0.000625934,-0.000496426,-0.000412301,-0.000483017,-0.000520032,-0.00049412,-0.000499865,-0.000506675,-0.000480053,-0.000444249,-0.000453776,-0.000452518,-0.000599269,-0.000410222,-0.000308892,-0.001600307,-5.33E-05,-0.000210399,-0.000387365,-0.000197882,-0.00387249,-6.74E-05,-0.000210399,-0.000220933,-0.000192058,-0.002098443,-0.000373137,-0.000420513,-0.000465568,-0.000556675,-0.00052113,0.033519293,-4.13E-05,-6.74E-05,-0.000610635,-7.53E-05,-0.000585735,-0.000667204,-0.00062685,-0.000593023,-0.000628677,-0.002644796,-0.000947137,-0.000241801,-0.001183243,-0.005227549,-0.000455658,-0.000268524,-0.000166742,0.006974862,-0.000392478,-0.000130459,-6.74E-05,-0.000173417,-7.90E-05,-0.001449599,-0.000101049,1,-6.30E-05,-0.005894294,-0.000925724,-0.009059053,-4.13E-05,-4.76E-05,-0.000337915,-0.001304616,-7.53E-05,-0.001456632,-0.001238133,-3.37E-05,-0.000713819,-0.000713013,-0.000106515
attack_multihop,0.000219626,-0.000721861,0.021495147,,,,0.026192801,,0.002678268,0.020431456,,,,,,,,,,-0.005410427,-0.00275664,-0.004750164,-0.004710801,-0.002790732,-0.002791249,0.00574964,-0.002606757,0.001306402,-0.008126602,-0.007682194,0.003229088,-0.003160416,0.01365258,-0.002392318,-0.004767478,-0.004658185,-0.002611752,-0.002805826,-0.026772419,0.015980855,0.003549711,-0.002739983,-0.000179504,-0.000618773,-2.97E-05,-0.00065154,-0.000561233,-0.000570695,-0.000491391,-0.000499475,-0.000480403,-0.000488211,-0.000502142,-0.002073095,-0.00043831,-0.001448961,-0.001179562,-0.000463442,-0.000458136,-0.000889145,0.017291211,0.012291427,-0.000479012,-2.97E-05,-0.000451295,-0.005116325,-2.10E-05,-0.000484552,-2.97E-05,-0.000535621,-0.000552018,-0.000437803,-0.000363612,-0.000425978,-0.000458621,-0.000435769,-0.000440836,-0.000446842,-0.000423364,-0.000391788,-0.00040019,-0.00039908,-0.000528501,-0.000361779,-0.000272415,-0.001411327,-4.70E-05,-0.000185553,-0.000341621,-0.000174514,-0.003415188,-5.94E-05,-0.000185553,-0.000194843,-0.000169378,-0.001850638,-0.000329073,-0.000370855,-0.000410589,-0.000490938,-0.000459589,0.014703258,-3.64E-05,-5.94E-05,-0.000538525,-6.64E-05,-0.000516566,-0.000588414,-0.000552825,-0.000522993,-0.000554436,-0.002332472,-0.000835289,-0.000213247,-0.001043514,-0.004610229,-0.00040185,-0.000236814,-0.000147052,0.006151201,-0.00034613,-0.000115053,-5.94E-05,-0.000152938,-6.97E-05,-0.001278416,-8.91E-05,-6.30E-05,1,-0.005198237,-0.000816406,-0.007989271,-3.64E-05,-4.20E-05,-0.000298011,-0.001150554,-6.64E-05,-0.001284619,-0.001091922,-2.97E-05,-0.000629524,-0.000628813,-9.39E-05
